Indikator,Auspraegung,Jahr,Raumbezug,Indikatorwert,Basiswert1,Basiswert2,Basiswert3,Basiswert4,Basiswert5,NameBasiswert1,NameBasiswert2,NameBasiswert3,NameBasiswert4,NameBasiswert5
Baugenehmigungen,Wohnungsbau,2021,11 Milbertshofen - Am Hart,5.1,384,75658,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,12 Schwabing - Freimann,4.4,345,77701,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,13 Bogenhausen,4.0,369,92593,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,14 Berg am Laim,3.7,174,46769,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,15 Trudering - Riem,4.4,329,74884,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,16 Ramersdorf - Perlach,5.7,667,118010,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,17 Obergiesing - Fasangarten,6.8,366,53483,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,18 Untergiesing - Harlaching,3.9,206,52999,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,6.4,632,99260,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,20 Hadern,1.3,66,50290,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,21 Pasing - Obermenzing,9.8,769,78232,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,22 Aubing - Lochhausen - Langwied,37.0,1916,51786,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,23 Allach - Untermenzing,7.9,274,34566,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,24 Feldmoching - Hasenbergl,4.2,264,62192,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,25 Laim,3.1,176,55881,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,Stadt München,7.4,11528,1562096,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,01 Altstadt - Lehel,4.3,91,20960,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,02 Ludwigsvorstadt - Isarvorstadt,0.3,14,51547,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,03 Maxvorstadt,1.9,99,51530,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,04 Schwabing - West,3.3,228,68750,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,05 Au - Haidhausen,2.3,141,62353,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,06 Sendling,19.7,804,40916,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,07 Sendling - Westpark,7.3,441,60468,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,08 Schwanthalerhöhe,7.1,209,29328,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,09 Neuhausen - Nymphenburg,2.9,291,99699,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,10 Moosach,8.9,489,54934,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,11 Milbertshofen - Am Hart,10.0,763,75999,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,12 Schwabing - Freimann,4.1,321,78881,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,13 Bogenhausen,5.2,479,91855,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,14 Berg am Laim,7.6,357,46915,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,15 Trudering - Riem,10.5,780,74456,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,16 Ramersdorf - Perlach,10.1,1195,118146,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,17 Obergiesing - Fasangarten,2.2,118,53902,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,18 Untergiesing - Harlaching,4.5,236,52940,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,7.2,706,98658,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,20 Hadern,4.8,239,49770,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,21 Pasing - Obermenzing,8.5,655,77301,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,22 Aubing - Lochhausen - Langwied,30.6,1534,50140,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,23 Allach - Untermenzing,12.6,424,33710,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,24 Feldmoching - Hasenbergl,10.4,645,62209,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2020,25 Laim,4.7,269,56729,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,Stadt München,7.0,10929,1560042,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,01 Altstadt - Lehel,0.2,5,21126,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,02 Ludwigsvorstadt - Isarvorstadt,1.3,66,51933,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,03 Maxvorstadt,3.0,155,51834,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,04 Schwabing - West,3.0,210,68935,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,05 Au - Haidhausen,10.1,621,61654,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,06 Sendling,2.8,115,41256,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,07 Sendling - Westpark,7.3,440,60498,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,08 Schwanthalerhöhe,0.4,13,29611,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,09 Neuhausen - Nymphenburg,4.5,446,100213,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,10 Moosach,6.9,380,54872,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,11 Milbertshofen - Am Hart,4.7,360,76559,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,12 Schwabing - Freimann,1.8,143,78657,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,13 Bogenhausen,4.9,438,90025,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,14 Berg am Laim,1.2,58,47000,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,15 Trudering - Riem,9.6,709,73479,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,16 Ramersdorf - Perlach,5.4,638,117918,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,17 Obergiesing - Fasangarten,5.5,299,54498,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,18 Untergiesing - Harlaching,10.1,536,53243,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,9.1,892,97689,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,20 Hadern,2.1,103,50165,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,21 Pasing - Obermenzing,23.8,1814,76348,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,22 Aubing - Lochhausen - Langwied,24.0,1180,49072,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,23 Allach - Untermenzing,18.7,640,34277,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,24 Feldmoching - Hasenbergl,3.5,218,62069,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2019,25 Laim,7.9,450,57111,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,Stadt München,8.2,12581,1542211,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,01 Altstadt - Lehel,2.6,54,21100,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,02 Ludwigsvorstadt - Isarvorstadt,4.0,205,51644,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,03 Maxvorstadt,10.6,543,51402,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,04 Schwabing - West,2.2,148,68527,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,05 Au - Haidhausen,5.6,343,61356,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,06 Sendling,1.2,50,40983,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,07 Sendling - Westpark,4.6,272,59643,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,08 Schwanthalerhöhe,0.6,18,29743,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,09 Neuhausen - Nymphenburg,1.8,176,98814,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,10 Moosach,7.9,426,54223,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,11 Milbertshofen - Am Hart,4.1,309,75094,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,12 Schwabing - Freimann,8.9,693,77936,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,13 Bogenhausen,22.2,1955,87950,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,14 Berg am Laim,1.7,78,46098,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,15 Trudering - Riem,15.2,1114,73206,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,16 Ramersdorf - Perlach,9.5,1109,116327,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,17 Obergiesing - Fasangarten,4.5,243,54256,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,18 Untergiesing - Harlaching,11.8,629,53184,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,11.8,1146,96714,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,20 Hadern,4.6,231,49898,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,21 Pasing - Obermenzing,17.3,1289,74625,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,22 Aubing - Lochhausen - Langwied,16.3,781,47813,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,23 Allach - Untermenzing,10.0,333,33355,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,24 Feldmoching - Hasenbergl,5.8,358,61774,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2018,25 Laim,1.4,78,56546,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,Stadt München,8.8,13475,1526056,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,01 Altstadt - Lehel,3.2,68,20926,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,02 Ludwigsvorstadt - Isarvorstadt,4.4,228,51632,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,03 Maxvorstadt,4.9,249,51311,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,04 Schwabing - West,3.7,253,68265,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,05 Au - Haidhausen,8.5,517,60937,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,06 Sendling,8.1,331,40682,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,07 Sendling - Westpark,2.1,122,59386,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,08 Schwanthalerhöhe,2.7,81,29535,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,09 Neuhausen - Nymphenburg,4.2,417,98520,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,10 Moosach,10.6,569,53662,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,11 Milbertshofen - Am Hart,9.9,740,74731,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,12 Schwabing - Freimann,7.3,556,76341,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,13 Bogenhausen,14.0,1200,85971,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,14 Berg am Laim,2.7,122,45582,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,15 Trudering - Riem,6.6,472,72006,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,16 Ramersdorf - Perlach,11.7,1343,114478,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,17 Obergiesing - Fasangarten,7.2,391,53937,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,18 Untergiesing - Harlaching,2.1,109,52600,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,19.7,1884,95554,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,20 Hadern,10.2,505,49626,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,21 Pasing - Obermenzing,17.4,1293,74098,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,22 Aubing - Lochhausen - Langwied,20.0,930,46385,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,23 Allach - Untermenzing,17.1,558,32677,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,24 Feldmoching - Hasenbergl,5.2,316,60933,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2017,25 Laim,3.9,221,56281,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,Stadt München,6.3,9660,1542860,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,01 Altstadt - Lehel,3.2,68,21454,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,02 Ludwigsvorstadt - Isarvorstadt,8.3,454,54915,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,03 Maxvorstadt,2.7,144,53443,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,04 Schwabing - West,1.2,83,69407,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,05 Au - Haidhausen,1.5,93,61999,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,06 Sendling,4.9,203,41230,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,07 Sendling - Westpark,6.8,404,59174,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,08 Schwanthalerhöhe,0.8,24,30282,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,09 Neuhausen - Nymphenburg,8.2,820,99538,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,10 Moosach,4.4,235,53859,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,11 Milbertshofen - Am Hart,3.1,238,76255,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,12 Schwabing - Freimann,13.0,1006,77188,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,13 Bogenhausen,5.9,511,87164,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,14 Berg am Laim,5.6,257,45655,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,15 Trudering - Riem,5.1,366,71448,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,16 Ramersdorf - Perlach,8.8,999,113898,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,17 Obergiesing - Fasangarten,0.4,20,54784,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,18 Untergiesing - Harlaching,3.2,174,54050,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,10.3,995,96200,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,20 Hadern,4.9,248,50567,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,21 Pasing - Obermenzing,14.5,1077,74432,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,22 Aubing - Lochhausen - Langwied,15.3,696,45571,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,23 Allach - Untermenzing,3.6,117,32248,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,24 Feldmoching - Hasenbergl,3.0,186,61764,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2016,25 Laim,4.3,242,56335,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,Stadt München,5.5,8445,1521678,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,01 Altstadt - Lehel,8.1,171,21122,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,02 Ludwigsvorstadt - Isarvorstadt,2.7,147,54049,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,03 Maxvorstadt,3.6,196,53743,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,04 Schwabing - West,4.0,274,68527,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,05 Au - Haidhausen,5.8,355,61495,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,06 Sendling,1.7,69,40879,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,07 Sendling - Westpark,6.2,363,58398,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,08 Schwanthalerhöhe,1.0,29,30381,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,09 Neuhausen - Nymphenburg,2.3,225,98702,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,10 Moosach,2.0,108,53261,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,11 Milbertshofen - Am Hart,6.0,453,75488,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,12 Schwabing - Freimann,6.7,499,75020,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,13 Bogenhausen,11.6,994,85947,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,14 Berg am Laim,9.8,443,45035,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,15 Trudering - Riem,9.3,652,69830,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,16 Ramersdorf - Perlach,10.4,1167,112371,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,17 Obergiesing - Fasangarten,6.5,355,54402,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,18 Untergiesing - Harlaching,2.0,109,53377,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,3.8,354,93602,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2015,20 Hadern,1.8,90,50257,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
