Indikator,Auspraegung,Jahr,Raumbezug,Indikatorwert,Basiswert1,Basiswert2,Basiswert3,Basiswert4,Basiswert5,NameBasiswert1,NameBasiswert2,NameBasiswert3,NameBasiswert4,NameBasiswert5
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,10 Moosach,14.7,16,109,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,11 Milbertshofen - Am Hart,36.5,160,438,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,12 Schwabing - Freimann,21.7,93,428,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,13 Bogenhausen,40.9,341,833,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,14 Berg am Laim,49.8,203,408,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,15 Trudering - Riem,27.7,177,639,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,16 Ramersdorf - Perlach,43.8,493,1125,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,17 Obergiesing - Fasangarten,66.4,200,301,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,18 Untergiesing - Harlaching,17.2,15,87,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,23.9,80,335,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,20 Hadern,22.7,20,88,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,21 Pasing - Obermenzing,32.1,126,392,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,22 Aubing - Lochhausen - Langwied,30.5,131,429,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,23 Allach - Untermenzing,10.7,17,159,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,24 Feldmoching - Hasenbergl,35.1,74,211,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2015,25 Laim,32.2,47,146,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,Stadt München,43.3,3302,7627,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,01 Altstadt - Lehel,50.0,1,2,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,02 Ludwigsvorstadt - Isarvorstadt,37.1,23,62,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,03 Maxvorstadt,37.5,48,128,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,04 Schwabing - West,55.4,112,202,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,05 Au - Haidhausen,5.7,9,157,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,06 Sendling,70.7,399,564,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,07 Sendling - Westpark,28.5,160,562,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,08 Schwanthalerhöhe,88.0,0,0,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,09 Neuhausen - Nymphenburg,35.3,18,51,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,10 Moosach,74.5,450,604,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,11 Milbertshofen - Am Hart,36.1,74,205,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,12 Schwabing - Freimann,51.2,392,766,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,13 Bogenhausen,11.2,19,170,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,14 Berg am Laim,33.2,85,256,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,15 Trudering - Riem,26.7,146,546,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,16 Ramersdorf - Perlach,62.7,570,909,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,17 Obergiesing - Fasangarten,63.1,53,84,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,18 Untergiesing - Harlaching,28.4,33,116,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,25.6,90,351,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,20 Hadern,29.9,50,167,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,21 Pasing - Obermenzing,42.4,245,578,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,22 Aubing - Lochhausen - Langwied,41.8,177,423,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,23 Allach - Untermenzing,11.8,20,170,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,24 Feldmoching - Hasenbergl,24.2,80,330,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2014,25 Laim,21.4,48,224,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,Stadt München,31.2,1904,6100,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,01 Altstadt - Lehel,7.1,1,14,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,02 Ludwigsvorstadt - Isarvorstadt,43.7,31,71,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,03 Maxvorstadt,77.4,24,31,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,04 Schwabing - West,37.6,178,474,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,05 Au - Haidhausen,23.1,12,52,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,06 Sendling,66.1,111,168,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,07 Sendling - Westpark,26.0,141,543,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,08 Schwanthalerhöhe,0.0,0,2,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,09 Neuhausen - Nymphenburg,44.3,97,219,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,10 Moosach,28.7,33,115,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,11 Milbertshofen - Am Hart,27.5,47,171,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,12 Schwabing - Freimann,33.3,141,424,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,13 Bogenhausen,22.8,67,294,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,14 Berg am Laim,30.1,94,312,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,15 Trudering - Riem,17.9,72,403,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,16 Ramersdorf - Perlach,47.2,227,481,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,17 Obergiesing - Fasangarten,36.7,320,871,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,18 Untergiesing - Harlaching,6.0,6,100,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,22.3,118,530,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,20 Hadern,11.8,11,93,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,21 Pasing - Obermenzing,36.4,98,269,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,22 Aubing - Lochhausen - Langwied,14.1,11,78,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,23 Allach - Untermenzing,18.5,25,135,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,24 Feldmoching - Hasenbergl,16.5,33,200,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2013,25 Laim,12.0,6,50,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,Stadt München,43.3,3547,8197,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,01 Altstadt - Lehel,88.0,0,0,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,02 Ludwigsvorstadt - Isarvorstadt,34.8,55,158,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,03 Maxvorstadt,46.9,134,286,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,04 Schwabing - West,14.1,30,213,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,05 Au - Haidhausen,19.1,94,491,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,06 Sendling,42.3,66,156,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,07 Sendling - Westpark,27.9,36,129,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,08 Schwanthalerhöhe,0.0,0,3,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,09 Neuhausen - Nymphenburg,37.6,67,178,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,10 Moosach,49.9,249,499,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,11 Milbertshofen - Am Hart,53.8,64,119,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,12 Schwabing - Freimann,53.6,289,539,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,13 Bogenhausen,49.9,192,385,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,14 Berg am Laim,58.2,57,98,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,15 Trudering - Riem,52.8,302,572,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,16 Ramersdorf - Perlach,48.9,203,415,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,17 Obergiesing - Fasangarten,39.3,162,412,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,18 Untergiesing - Harlaching,28.8,119,413,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,55.4,255,460,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,20 Hadern,46.6,89,191,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,21 Pasing - Obermenzing,37.7,332,880,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,22 Aubing - Lochhausen - Langwied,46.9,387,826,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,23 Allach - Untermenzing,46.9,84,179,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,24 Feldmoching - Hasenbergl,46.1,237,514,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2023,25 Laim,54.3,44,81,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,Stadt München,44.3,2961,6677,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,01 Altstadt - Lehel,31.6,6,19,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,02 Ludwigsvorstadt - Isarvorstadt,25.0,1,4,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,03 Maxvorstadt,49.2,32,65,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,04 Schwabing - West,18.2,28,154,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,05 Au - Haidhausen,26.4,67,254,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,06 Sendling,67.9,19,28,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,07 Sendling - Westpark,52.1,63,121,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,08 Schwanthalerhöhe,24.1,27,112,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,09 Neuhausen - Nymphenburg,42.4,258,609,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,10 Moosach,51.9,140,270,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,11 Milbertshofen - Am Hart,37.3,76,204,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,12 Schwabing - Freimann,54.3,38,70,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,13 Bogenhausen,44.9,57,127,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,14 Berg am Laim,38.1,64,168,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,15 Trudering - Riem,50.2,274,546,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,16 Ramersdorf - Perlach,46.9,229,488,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,17 Obergiesing - Fasangarten,62.0,31,50,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,18 Untergiesing - Harlaching,33.8,50,148,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,50.8,222,437,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,20 Hadern,58.7,111,189,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,21 Pasing - Obermenzing,38.1,264,693,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,22 Aubing - Lochhausen - Langwied,52.7,534,1014,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,23 Allach - Untermenzing,50.8,94,185,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,24 Feldmoching - Hasenbergl,39.2,141,360,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2022,25 Laim,37.3,135,362,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,Stadt München,39.4,3056,7756,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,01 Altstadt - Lehel,26.1,6,23,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,02 Ludwigsvorstadt - Isarvorstadt,26.3,50,190,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,03 Maxvorstadt,45.5,5,11,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,04 Schwabing - West,10.4,22,212,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,05 Au - Haidhausen,62.4,78,125,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,06 Sendling,60.0,33,55,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,07 Sendling - Westpark,49.2,30,61,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,08 Schwanthalerhöhe,29.6,16,54,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,09 Neuhausen - Nymphenburg,40.0,216,540,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,10 Moosach,25.0,27,108,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,11 Milbertshofen - Am Hart,20.0,73,365,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,12 Schwabing - Freimann,52.9,173,327,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,13 Bogenhausen,41.4,99,239,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
